abbreviatedAddress,address/city,address/zipcode,bathrooms,bedrooms,daysOnZillow,lastSoldPrice,latitude,livingArea (sqft),longitude,lotSize,price,yearBuilt,zestimate
3228 SE 23rd Ave,Portland,97202,1,3,105,630000,45.49940491,2171,-122.6423416,3049,630000,1922,659200
7244 SE Lincoln St,Portland,97215,1,2,105,490000,45.50748444,1633,-122.5879059,5227,490000,1924,512700
8319 SE Aspen Summit Dr,Portland,97266,3,4,104,593000,45.46301651,3211,-122.5599976,10018,593000,2004,620200
3610 SE 8th Ave,Portland,97202,3,3,104,555000,45.49666977,1516,-122.6575623,4791,555000,1996,580500
1429 SE Boise St,Portland,97202,2,3,104,480000,45.49286652,1008,-122.6506805,4791,480000,1954,561600
7148 SE 118th Dr,Portland,97266,1.5,,103,625000,45.47137451,2568,-122.5392532,54999,625000,1959,653400
2888 SE Sherman St,Portland,97214,1,2,103,480000,45.50602341,864,-122.635643,4791,480000,1950,501800
4227 SE 65th Ave,Portland,97206,3,3,103,625000,45.49152756,2095,-122.5966492,3920,625000,1908,653400
10121 SE Harrison St,Portland,97216,2,4,103,485000,45.50937271,2044,-122.5590057,6969,485000,1957,507000
3817 SE 9th Ave,Portland,97202,1,3,102,593817,45.49465561,2172,-122.6568451,5227,593817,1922,620500
15359 SE Duckey Ln,Milwaukie,97267,3,4,104,510000,45.41163635,2034,-122.584198,7840,510000,1977,543200
3829 SE 66th Ave,Portland,97206,1,3,102,500000,45.49459076,1932,-122.5955887,3920,500000,1902,522500
1634 SE 56th Ave,Portland,97215,2,2,102,620000,45.51070786,2154,-122.6052017,4791,620000,1913,647900
7323 SE Webster Ln,Milwaukie,97267,1,3,101,515000,45.40804672,1587,-122.5881195,10454,515000,1969,547500
724 SE Miller St,Portland,97202,3,3,101,612000,45.46632767,1942,-122.658371,3484,612000,1906,639200
8120 SE 11th Ave,Portland,97202,2,5,101,635000,45.46389389,2228,-122.6547928,5000,635000,1902,663200
8353 SE Clatsop Ct,Portland,97266,3,4,101,520000,45.46228409,2055,-122.5601959,11325,520000,1995,543100
5815 SE Mall St,Portland,97206,1,3,101,550000,45.49153519,2100,-122.6032562,4356,550000,1909,574500
6047 SE Tolman St,Portland,97206,1,3,101,479000,45.47762299,985,-122.6010818,4791,479000,1970,500300
4118 SE 11th Ave,Portland,97202,2,2,101,598000,45.49331284,2024,-122.6538849,4791,598000,1916,624600
2744 SE 79th Ave,Portland,97206,2,3,101,555000,45.50255585,2124,-122.581665,6098,555000,1954,579700
2834 SE 78th Ave,Portland,97206,2,3,98,605000,45.50196457,1660,-122.5825882,6098,605000,1953,631000
5317 SE Gladstone St,Portland,97206,2,4,98,524000,45.49333572,2048,-122.6075821,4791,524000,1928,546600
5128 SE 66th Ave,Portland,97206,1,3,97,540000,45.48567963,1371,-122.5952911,7840,540000,1955,563000
3027 SE 68th Ct,Portland,97206,2,3,98,600000,45.50001526,1393,-122.5933151,7840,600000,1964,625800
916 SE Clatsop St,Portland,97202,1,2,101,486500,45.4605484,1179,-122.6565704,4700,486500,1926,508100
4312 SE 46th Ave,Portland,97206,2,4,97,650000,45.49167633,2362,-122.6145782,4791,650000,1913,677700
6304 SE 17th Ave,Portland,97202,1,3,87,480000,45.47726059,1737,-122.6478271,5000,480000,1938,498100
4914 SE 52nd Ave,Portland,97206,2,4,82,616000,45.48709106,1704,-122.608345,7840,616000,1947,637800
14356 SE Tamarack Way,Milwaukie,97267,2,3,117,480000,45.41919708,1634,-122.5892944,10890,480000,1965,515600
7350 SE Windmill Ln,Milwaukie,97267,3,5,126,570000,45.42222977,2414,-122.5883255,9583,570000,1999,615700
16444 SE Merganser Ct,Milwaukie,97267,3,3,130,514000,45.40419388,1780,-122.5896759,3920,514000,2006,556600
15523 SE Wills Way,Milwaukie,97267,3,4,143,635000,45.41083527,2875,-122.6047897,7840,635000,2006,693200
6177 SE McNary Rd,Milwaukie,97267,3,4,144,560000,45.40574646,2112,-122.6002655,12196,560000,1996,611700
7119 SE Tuscany Way,Milwaukie,97267,3,3,145,529500,45.41796494,2077,-122.5904922,6534,529500,2004,578800
7178 SE San Marcos Ave,Milwaukie,97267,3,5,145,521500,45.41141891,2755,-122.5896759,10018,521500,1977,570000
14644 SE Cherry Hill Ln,Milwaukie,97267,3,5,145,505000,45.41705704,2838,-122.5922699,6534,505000,2004,602900
5715 SE Quiet Meadows Dr,Milwaukie,97267,3,3,150,530000,45.40379333,1694,-122.6046219,10454,530000,1985,581200
9649 SW Morrison St,Portland,97225,4,4,248,555000,45.51770782,3138,-122.7762527,21344,555000,1945,631500
8044 SE Towhee Ct,Milwaukie,97267,3,4,150,645000,45.40141296,3059,-122.5809937,8712,645000,2006,707300
6535 SE Dagmar Ct,Milwaukie,97267,3,3,150,495000,45.40324783,1935,-122.5962524,7840,495000,1993,542800
7241 SE San Marcos Ave,Milwaukie,97267,3,3,150,525000,45.41186905,2252,-122.5889511,10018,525000,1974,575700
17326 SE Oatfield Rd,Milwaukie,97267,4,5,158,525000,45.39756775,3912,-122.6003876,10890,525000,1930,578800
15539 SE Kaslin Way,Milwaukie,97267,3,4,168,484900,45.41032028,1941,-122.5861359,10018,484900,1971,538200
15216 SE Bevington Ave,Milwaukie,97267,2,5,174,555000,45.4124794,2100,-122.5868378,10018,555000,1970,618000
16946 SE Spray Ave,Milwaukie,97267,3,4,181,620000,45.40074158,2969,-122.5802002,8276,620000,2006,693700
7728 SE Eldorado St,Milwaukie,97267,3,4,193,485000,45.41405487,1968,-122.5842285,10018,485000,1967,546300
16640 SE Sunridge Ln,Milwaukie,97267,3,5,193,500000,45.40279388,2425,-122.5885315,10890,500000,1983,563200
15629 SE Wallace Rd,Milwaukie,97267,2,4,202,485000,45.40974426,2140,-122.6105042,8712,485000,1964,549100
15271 SE Topaz Ave,Milwaukie,97267,2,3,203,495000,45.41239929,1600,-122.5853043,10018,495000,1965,560800
15865 SE Totem Peak Ln,Milwaukie,97267,3,3,215,537500,45.40821838,2031,-122.5997162,12196,537500,2011,612800
16489 SE McCabe Ct,Milwaukie,97267,3,4,220,600000,45.40280533,2630,-122.6012878,7405,600000,1992,685900
15320 SE Stohler Rd,Milwaukie,97267,4,4,220,620000,45.41214371,3400,-122.5968552,13068,620000,2007,709100
15401 SE Hartnell Ave,Milwaukie,97267,3,5,248,579000,45.41151428,3224,-122.5864105,10018,579000,1972,671400
16500 SE Oakhurst Ct,Milwaukie,97267,3,3,262,482000,45.40434647,2074,-122.6062469,9583,482000,1990,562800
7074 SE Yearling Ln,Milwaukie,97267,3,4,264,530000,45.41641617,3049,-122.5908585,7405,530000,2004,619800
16511 SE Anna Eve Dr,Portland,97267,3,3,266,600000,45.40323257,2936,-122.6029053,10018,600000,2004,702000
15645 SE Rainier Ave,Clackamas,97015,3,4,273,495000,45.40954971,3156,-122.5748901,10454,495000,1920,581000
16414 SE Keystone Dr,Milwaukie,97267,3,4,276,640000,45.40459824,2487,-122.6004868,12196,640000,1991,752100
6021 SE Brewster Pl,Milwaukie,97267,3,4,276,595000,45.40332794,3200,-122.6005859,9583,595000,1991,699200
15153 NW Moresby Ct,Portland,97229,3,4,307,552000,45.55908966,2138,-122.8326416,6969,552000,1996,642800
16887 SE Spray Ave,Milwaukie,97267,3,4,291,630000,45.40139389,3379,-122.5807648,10018,630000,2006,745200
7053 NW Snowdrop Ter,Portland,97229,3,4,307,500000,45.57062149,1764,-122.8307953,3049,500000,2016,582200
16530 SE Julia Way,Milwaukie,97267,3,4,293,640000,45.40404129,2570,-122.6089478,9583,640000,2017,757700
14507 NW Werner Ln,Portland,97229,2,3,308,520000,45.55565643,1653,-122.8264465,8276,520000,2002,605800
4214 NW 127th Ave,Portland,97229,3,4,311,610000,45.5500679,2692,-122.8077545,6098,610000,1999,711400
14785 SE Brightwood Ave,Milwaukie,97267,3,4,297,562300,45.41532516,2452,-122.5959702,5227,562300,2001,666900
15158 NW Evelyn St,Portland,97229,3,3,314,510000,45.57442856,1744,-122.8332596,,510000,2020,594700
14632 SE Thornapple Ln,Milwaukie,97267,3,5,299,490500,45.417202,2548,-122.5901871,5662,490500,2004,582200
7656 NW Kaiser Rd,Portland,97229,3,3,315,509990,45.57508087,1744,-122.8364182,,509990,2019,595600
14885 SE Greenview Ave,Milwaukie,97267,3,4,300,520000,45.41492844,2544,-122.5824432,7405,520000,1989,617500
4686 NW Dresden Pl,Portland,97229,3,3,315,575000,45.55351257,2279,-122.8071823,3920,575000,2005,671500
14822 NW Fawnlily Dr,Portland,97229,3,4,319,562990,45.56327057,2418,-122.8285217,5227,562990,1997,658400
6525 SE Vernelda St,Milwaukie,97267,3,3,304,550000,45.41506958,2176,-122.5965576,6534,550000,2001,654200
5373 NW Skycrest Pkwy,Portland,97229,3,3,320,625000,45.55859375,2715,-122.8256607,5662,625000,1999,731200
12576 NW Forest Spring Ln,Portland,97229,3,3,320,570000,45.55057907,2271,-122.8067093,3920,570000,2002,666900
16285 SE Katie Ct,Milwaukie,97267,2,3,311,590000,45.40529251,2464,-122.602211,10018,590000,1993,625200
15414 NW Energia St,Portland,97229,3,4,325,538000,45.56063461,2232,-122.8374176,6969,538000,1996,630500
15157 SE Duckey Ln,Milwaukie,97267,3,3,312,480000,45.41298294,2046,-122.5842361,6969,480000,1977,506041
15558 NW Graf St,Portland,97229,3,4,329,600000,45.56438446,3025,-122.8367462,4791,600000,2000,704200
4134 NW 128th Ave,Portland,97229,3,5,334,573500,45.54951859,2383,-122.8087463,5227,573500,1999,674100
6518 SE Wildlife Estates Dr,Milwaukie,97267,2,3,318,480000,45.41125107,1665,-122.5963821,9147,480000,1978,574200
5430 NW Skycrest Pkwy,Portland,97229,3,4,335,579400,45.55898666,2081,-122.8244247,5227,579400,1999,681300
13478 NW Alvada St,Portland,97229,3,4,335,640000,45.55601883,2604,-122.8151093,5663,640000,2007,752500
6784 SE Brigadoon St,Milwaukie,97267,3,4,332,523000,45.41418839,2183,-122.5932007,10018,523000,1997,629100
15511 NW Donegal Ct,Portland,97229,3,3,340,593000,45.55257416,2321,-122.8372498,7840,593000,1995,698400
15967 SE Webster Rd,Milwaukie,97267,3,5,332,549900,45.40774918,2856,-122.5902786,,549900,1965,661400
15201 NW Olive St,Portland,97229,3,3,346,505990,45.57436371,1744,-122.833992,,505990,2019,597000
6324 SE Wildlife Estates Dr,Milwaukie,97267,3,4,333,480000,45.41135025,2028,-122.5986481,8712,480000,1978,577600
5411 NW 146th Ave,Portland,97229,3,4,346,649000,45.55850983,2551,-122.8270493,7840,649000,1997,765800
15142 NW Evelyn St,Portland,97229,3,4,346,510490,45.57435608,1642,-122.8330231,,510490,2020,602300
16550 SE Anna Eve Dr,Portland,97267,3,4,335,594491,45.40238571,2735,-122.6025467,12196,594491,2004,715800
12888 NW Bayonne Ln,Portland,97229,3,5,346,597000,45.55177307,2698,-122.8095474,3920,597000,2003,704200
15256 NW Twinflower Dr,Portland,97229,3,4,350,504000,45.56355667,1796,-122.834465,5227,504000,1997,595400
4317 SE 43rd Ave,Millwaukie,97206,2,4,346,545000,45.44115829,2764,-122.6183624,7000,545000,2020,658800
14762 NW Fawnlily Dr,Portland,97229,3,4,355,552900,45.56385422,2336,-122.8284988,4792,552900,1998,654200
5871 SE Quiet Meadows Dr,Milwaukie,97267,3,4,354,489000,45.40485001,2158,-122.6034927,10018,489000,1992,592800
15342 NW Decatur Way,Portland,97229,3,5,360,529000,45.55742264,2000,-122.8352356,6098,529000,1996,649600
16661 SE Jessica Erin Ln,Milwaukie,97267,3,4,362,524900,45.40245056,3233,-122.6050034,9583,524900,2004,638100
12724 NW Milazzo Ln,Portland,97229,3,3,360,575500,45.55118179,2271,-122.8082047,3920,575500,2003,682000
15233 NW Olive St,Portland,97229,3,4,363,509990,45.57450867,1642,-122.8344727,,509990,2020,619400
9315 SW Taylor St,Portland,97225,2,3,304,610000,45.51636887,2165,-122.7726288,24393,610000,1948,709600
11346 NW Melody Ln,Portland,97229,3,4,306,640000,45.53507233,2553,-122.7935562,6098,640000,2013,745000
13396 NW Hartford St,Portland,97229,3,4,307,645000,45.54475021,2682,-122.8147278,6534,645000,2000,751100
6304 N Denver Ave,Portland,97217,2,3,304,605000,45.56835938,2895,-122.6870804,5662,605000,1938,681200
9525 NW Harvest Hill Dr,Portland,97229,3,4,311,554750,45.5271225,2009,-122.7746735,3049,554750,2012,646900
10600 NW Flotoma Dr,Portland,97229,2,3,314,525000,45.52211761,1458,-122.7855606,10454,525000,1966,612900
4931 N Oberlin St,Portland,97203,2,3,306,535000,45.57945251,2804,-122.720932,6098,535000,1959,602700
961 NW Ash Creek Ln,Portland,97229,3,3,318,480000,45.52603912,1660,-122.7784882,5662,480000,2000,561200
10125 SW Todd St,Portland,97225,3,4,318,603000,45.51940155,1997,-122.7811813,10018,603000,1984,705000
6405 N Curtis Ave,Portland,97217,1,3,306,540000,45.56917191,2422,-122.6989136,4791,540000,1946,608400
34 SW 106th Pl,Portland,97225,3,4,319,600000,45.51951218,2980,-122.7859039,5662,600000,2003,701700
60 NW 87th Ave,Portland,97229,3,3,320,510000,45.5200386,1968,-122.766243,10454,510000,1960,596700
1654 N Alberta St,Portland,97217,2,3,311,572000,45.55888748,1933,-122.6846313,4791,572000,1941,645400
3982 NW Banff Dr,Portland,97229,4,6,332,610000,45.54746628,4151,-122.8254089,7405,610000,1997,716600
7236 N Concord Ave,Portland,97217,2,3,312,570500,45.5758667,2309,-122.6839142,4791,570500,1929,643900
10235 NW Leahy Rd,Portland,97229,2,3,333,535000,45.52339172,2339,-122.7823181,19602,535000,1954,628700
3100 NW Wilson St,Portland,97210,2,3,319,625000,45.53713608,1693,-122.714035,4791,625000,1967,706800
14419 NW Evergreen St,Portland,97229,4,4,333,640000,45.54725647,3405,-122.8253021,6098,640000,1997,808100
3910 N Lombard St,Portland,97217,2,3,315,567500,45.57694626,2448,-122.7071762,4791,567500,1927,641000
9897 SW West Haven Dr,Portland,97225,3,4,333,575000,45.51554489,2461,-122.7789917,6098,575000,2009,675700
5801 N Yale St,Portland,97203,2,3,329,525000,45.57897186,1441,-122.7312012,7405,525000,1955,601100
10595 NW Flotoma Dr,Portland,97229,3,5,333,650000,45.52257156,2424,-122.7853851,12632,650000,1965,763800
1801 N Willamette Blvd,Portland,97217,2,3,329,570000,45.56221771,1750,-122.6858139,3920,570000,1903,646500
10350 SW Washington St,Portland,97225,3,5,334,585000,45.51799393,2286,-122.7837906,12632,585000,1967,687700
101 NW Macleay Blvd,Portland,97210,2,2,346,502765,45.52488708,1942,-122.7071991,4791,502765,1987,573100
7104 N Atlantic Ave,Portland,97217,2,3,329,513000,45.57453537,1534,-122.6962051,4791,513000,1925,581900
1420 NW 122nd Ave,Portland,97229,3,4,335,500000,45.52975464,1917,-122.8020706,9147,500000,1962,587900
6124 N Greeley Ave,Portland,97217,2,3,333,575000,45.56734467,2102,-122.6952591,4791,575000,1940,652900
6142 N Mississippi Ave,Portland,97217,2,4,122,615000,45.56771469,2556,-122.675621,4791,615000,1929,648500
11489 NW Paulson Ln,Portland,97229,3,4,335,619000,45.53875351,2714,-122.7953491,4791,619000,2011,727800
1700 NW Saltzman Rd,Portland,97229,3,4,341,580000,45.53187561,3264,-122.8064194,13068,580000,1988,700900
7326 N Omaha Ave,Portland,97217,3,3,333,498000,45.57627869,2351,-122.6900864,4791,498000,1914,565500
10925 NW Rainmont Rd,Portland,97229,2,5,342,580000,45.53647232,2496,-122.7889633,14810,580000,1974,683500
7007 N McKenna Ave,Portland,97203,2,4,334,544900,45.57999039,2702,-122.7316589,7405,544900,1952,618900
13733 NW Park Pl,Portland,97229,2,3,350,484900,45.52210617,1484,-122.8190536,9583,484900,1948,572900
7061 N University Ave,Portland,97203,2,2,335,522000,45.57600784,2589,-122.7175217,6098,522000,1944,593100
9895 SW Morrison St,Portland,97225,3,3,350,540000,45.5177803,2176,-122.7788544,14810,540000,1978,638000
7534 N Fowler Ave,Portland,97217,4,5,341,632000,45.57770538,3304,-122.7065506,7405,632000,1920,854000
2930 NW Montara Ct,Portland,97229,3,2,353,545000,45.54390717,2271,-122.7757492,,545000,2000,621800
1338 NW 106th Ter,Portland,97229,3,5,354,620000,45.52912903,2306,-122.7855606,5227,620000,2010,733400
7015 N Greenwich Ave,Portland,97217,2,5,346,550000,45.57379913,2277,-122.6835327,4791,550000,1944,626900
11410 NW Permian Dr,Portland,97229,3,4,360,605000,45.54737091,2279,-122.7942047,5662,605000,1998,717000
3102 N Rosa Parks Way,Portland,97217,3,4,347,650000,45.56965256,2982,-122.6983795,5227,650000,1929,741100
6920 N Van Houten Ave,Portland,97203,3,4,348,519500,45.57821655,1876,-122.7288818,3049,519500,2008,592500
2103 N Liberty St,Portland,97217,1,3,353,496875,45.57108307,2053,-122.6884766,8712,496875,1915,567500
1918 N Prescott St,Portland,97217,1,3,353,490000,45.55522156,2164,-122.6870804,4791,490000,1907,559700
1540 N Church St,Portland,97217,2,3,353,575000,45.56315613,2477,-122.6832275,4791,575000,1912,656800
2619 N Terry St,Portland,97217,2,3,355,505000,45.58001709,1390,-122.6939316,4791,505000,1950,577100
4929 N Butler St,Portland,97203,3,5,356,576000,45.57783508,2588,-122.7221298,5662,576000,1965,658500
7615 N Olin Ave,Portland,97203,3,3,356,527320,45.58039474,2400,-122.7162933,2178,527320,2009,602800
6523 N Fenwick Ave,Portland,97217,2,4,357,500000,45.57038879,2588,-122.6856003,4791,500000,1946,571800
1626 N Humboldt St,Portland,97217,1,2,357,525000,45.55817032,1640,-122.6840515,5227,525000,1924,600300
2601 N Baldwin St,Portland,97217,2,4,360,500000,45.5786705,2529,-122.6935806,4791,500000,1942,572300
5205 N Gay Ave,Portland,97217,1,2,360,505000,45.56068039,1815,-122.6902695,4791,505000,1926,578000
2135 N Alberta St,Portland,97217,2,4,361,590000,45.55930328,2404,-122.6893997,5227,590000,1931,706800
6817 N Hodge Ave,Portland,97203,2,4,33,520000,45.5761528,1458,-122.7257309,4791,520000,1917,537600
3325 NE 51st Ave,Portland,97213,1,3,122,599000,45.54735565,2182,-122.6108932,4791,599000,1927,631600
6817 N Hodge Ave UNIT A,Portland,97203,1,2,33,520000,45.5761528,800,-122.7257309,5000,520000,1917,526800
4215 SE Washington St,Portland,97215,2,4,124,480000,45.51880264,2340,-122.619133,4356,480000,1924,677400
825 N Baldwin St,Portland,97217,2,3,122,609000,45.57883835,1802,-122.6749802,5227,609000,1950,642200
2020 NE Bryant St,Portland,97211,1,2,122,555000,45.57302856,1223,-122.6448746,5227,555000,1951,585200
5542 NE Flanders St,Portland,97213,1,2,125,512000,45.52539825,1974,-122.6065598,3920,512000,1920,540600
2114 NE 56th Ave,Portland,97213,2,3,126,615000,45.53805161,2299,-122.6055298,4791,615000,1923,649600
7027 NE Rodney Ct,Portland,97211,1,2,123,490000,45.57374573,1249,-122.6645432,3049,490000,1922,516900
229 N Mason St,Portland,97217,2,3,124,525000,45.55345917,1260,-122.6685638,1742,525000,2010,554100
4911 NE 25th Ave,Portland,97211,1,2,124,501129,45.55856323,942,-122.640213,3920,501129,1910,528900
4016 NE Prescott St,Portland,97211,1,2,125,475500,45.55535126,792,-122.6220245,5227,475500,1949,502100
3622 NE 131st Pl,Portland,97230,3,4,129,487000,45.54922104,2289,-122.5270996,10454,487000,1965,515100
5405 NE 14th Pl,Portland,97211,2,4,125,552000,45.56215668,1658,-122.6509628,3484,552000,2002,582800
4416 NE 35th Ave,Portland,97211,1,3,125,645512,45.55464935,1704,-122.6283264,4791,645512,1925,681600
6243 NE Emerson St,Portland,97218,1,4,143,480000,45.56164551,1554,-122.5985947,8276,480000,1947,510800
4023 NE 70th Ave,Portland,97213,3,3,145,501000,45.55221176,1386,-122.5915298,2613,501000,2011,533600
6180 NE 8th Ave,Portland,97211,4,3,126,605000,45.56756973,2033,-122.6571884,1742,605000,2019,639100
4315 NE 64th Ave,Portland,97218,2,4,151,590000,45.55428696,2120,-122.5976028,4791,590000,1949,630100
537 NE Beech St,Portland,97212,2,4,126,570000,45.54963303,2964,-122.6598129,3049,570000,1910,602100
8545 NE Beech St,Portland,97220,2,3,153,525000,45.54974747,1942,-122.5751724,6098,525000,1942,561200
3416 NE Alberta Ct,Portland,97211,2,3,129,548000,45.55810928,1620,-122.6292419,3920,548000,1927,579600
4411 N Albina Ave,Portland,97217,1,2,129,552500,45.55526733,979,-122.6747437,3920,552500,1955,584400
7734 NE Mason St,Portland,97218,2,3,164,530000,45.55227661,2433,-122.5830383,4791,530000,1952,569400
1305 NE Rosa Parks Way,Portland,97211,1,2,129,480000,45.57001114,750,-122.6515656,3920,480000,1953,507700
11707 NE Siskiyou St,Portland,97220,3,4,122,550000,45.54473495,2213,-122.5422745,11325,550000,1924,580000
5105 NE 30th Ave,Portland,97211,2,2,129,525000,45.5597496,2799,-122.6351852,4791,525000,1918,705500
5724 NE 60th Ave,Portland,97218,2,4,164,489900,45.56428909,2119,-122.6003571,9583,489900,1944,526300
5634 NE 35th Ave,Portland,97211,1,3,129,553400,45.56374741,2362,-122.6283112,4791,553400,1942,585300
3536 NE 63rd Ave,Portland,97213,2,3,168,585000,45.54878998,2506,-122.5980377,4791,585000,1929,629600
444 NE Stafford St,Portland,97211,2,4,131,550000,45.5762825,1932,-122.6603317,4791,550000,1923,582200
3830 NE Fremont St,Portland,97212,3,2,132,520000,45.54814148,2490,-122.6231308,4791,520000,1949,550700
4532 NE 109th Ave,Portland,97220,2,,185,515000,45.5555954,1988,-122.5503464,10000,515000,1922,558200
11212 NE Sacramento St,Portland,97220,3,3,124,550000,45.53924942,2886,-122.5473709,11325,550000,1958,580500
5815 NE Fremont St,Portland,97213,2,3,192,513245,45.54845428,2252,-122.6031494,5227,513245,1924,557700
10428 NE Holladay St,Portland,97220,2.5,5,125,550000,45.52963638,2662,-122.5548859,10425,550000,1952,595800
3736 NE 78th Ave,Portland,97213,2,3,196,525000,45.55017471,1915,-122.5824509,4791,525000,1928,571400
202 SE 86th Ave,Portland,97216,1,2,126,490000,45.52086258,1737,-122.5747604,5662,490000,1951,517600
8408 NE Prescott St,Portland,97220,2,4,207,499000,45.55526733,2596,-122.576355,4791,499000,1927,545300
411 NE 85th Ave,Portland,97220,2,3,132,600000,45.52540588,2782,-122.5763016,6969,600000,1910,635400
3732 NE 67th Ave,Portland,97213,2,3,230,537500,45.55009842,1597,-122.5939102,4791,537500,1927,591900
8115 SE Yamhill St,Portland,97215,2,5,133,513000,45.51634598,2591,-122.5798569,3920,513000,1917,543500
3435 NE 66th Ave,Portland,97213,1,2,231,480000,45.54794312,1824,-122.5956268,4791,480000,1921,528700
6824 NE Emerson St,Portland,97218,2,3,235,540000,45.56107712,2139,-122.5929413,17424,540000,1943,595600
1235 NE 80th Ave,Portland,97213,2,3,140,495000,45.53214264,1744,-122.5812683,4791,495000,1944,526100
3839 NE 75th Ave,Portland,97213,3,5,236,589000,45.55085754,2940,-122.5861053,7840,589000,1924,649900
12640 NE Fremont St,Portland,97230,3,5,243,583000,45.54785538,2390,-122.5327606,8712,583000,1960,644700
414 NE 76th Ave,Portland,97213,3,2,143,620000,45.52578354,2504,-122.5843658,3484,620000,2020,659800
4100 NE 131st Pl,Portland,97230,2,4,248,479000,45.55260849,2591,-122.528595,8276,479000,1964,530500
